"Store Number","Store Name","Address","City","State","Zip","Phone","Latitude","Longitude","Car Wash","Sells Gas","Sells Diesel","Sells BioDiesel","Sells CNG","Sells LNG","Sells DEF","Sells E85"
"696","KWIK TRIP #696","940 BALDWIN PLAZA DR","BALDWIN","WI","54002","(715) 684-5145","44.9412","-92.37375","No","Yes","Yes","No","Yes","No","Yes","No"
"855","KWIK TRIP #855","1330 SOUTH BLVD","BARABOO","WI","53913","(608) 356-2108","43.46012","-89.76731","No","Yes","Yes","No","No","No","Yes","Yes"
"657","KWIK TRIP #657","604 8TH ST","BARABOO","WI","53913","(608) 356-6102","43.47445","-89.73353","No","Yes","Yes","No","No","No","No","No"
"834","KWIK TRIP #834","617 W PINE ST","BARABOO","WI","53913","(608) 356-2620","43.4751","-89.76812","No","Yes","Yes","No","No","No","No","No"
"748","KWIK TRIP #748","211 E DIVISION AVE N 2ND ST","BARRON","WI","54812","(715) 537-3103","45.40182","-91.85493","No","Yes","No","No","No","No","No","No"
"346","KWIK TRIP #346","W9153 COUNTY ROAD G","BEAVER DAM","WI","53916","(920) 887-3250","43.44126","-88.85767","No","Yes","Yes","No","No","No","No","No"
"785","KWIK TRIP #785","1504 N CENTER ST","BEAVER DAM","WI","53916","(920) 885-6055","43.47428","-88.83947","No","Yes","Yes","No","No","No","No","No"
"400","KWIK TRIP #400","2006 N SPRING ST","BEAVER DAM","WI","53916","(920) 885-4029","43.48604","-88.81828","Yes","Yes","Yes","No","No","No","No","Yes"
"777","KWIK TRIP #777","270 BROADWAY","BERLIN","WI","54923","(920) 361-4957","43.96861","-88.95305","No","Yes","Yes","No","No","No","No","Yes"
"239","KWIK TRIP #239","W235S7125 BIG BEND DR","BIG BEND","WI","53103","(262) 662-0603","42.91504","-88.2196","No","Yes","Yes","No","No","No","Yes","Yes"
"596","KWIK TRIP #596","1110 STATE ST","BLACK EARTH","WI","53515","(608) 767-2475","43.14293","-89.7466","No","Yes","Yes","No","No","No","No","Yes"
"240","KWIK TRIP #240","15 COUNTY ROAD A","BLACK RIVER FALLS","WI","54615","(715) 284-2645","44.30497","-90.84568","No","Yes","Yes","No","No","No","Yes","Yes"
"648","KWIK TRIP #648","751 STATE HIGHWAY 54","BLACK RIVER FALLS","WI","54615","(715) 284-9247","44.29381","-90.8306","No","Yes","Yes","No","No","No","Yes","No"
"328","KWIK TRIP #328","511 W 4TH ST","BLAIR","WI","54616","(608) 989-2144","44.29042","-91.24121","No","Yes","Yes","No","No","No","Yes","No"
"427","KWIK TRIP #427","1625 WOODARD RD","BLOOMER","WI","54724","(715) 568-1550","45.1002","-91.50874","No","Yes","Yes","No","No","No","Yes","No"
"621","KWIK TRIP #621","102 EXPRESS WAY","BONDUEL","WI","54107","(715) 758-2366","44.72975","-88.44672","No","Yes","Yes","No","No","No","Yes","No"
"231","KWIK TRIP #231","305 W PRAIRIE ST","BOSCOBEL","WI","53805","(608) 375-0119","43.1406","-90.70944","No","Yes","Yes","No","No","No","No","Yes"
"807","KWIK TRIP #807","108 W RYAN ST","BRILLION","WI","54110","(920) 756-3336","44.18258","-88.06492","No","Yes","Yes","No","No","No","No","Yes"
"1021","KWIK TRIP #1021","2107 1ST CENTER AVE","BRODHEAD","WI","53520","(608) 897-2022","42.60942","-89.37685","Yes","Yes","Yes","No","No","No","Yes","Yes"
"462","KWIK TRIP #462","1164 S PINE ST","BURLINGTON","WI","53105","(262) 767-8615","42.6597","-88.2602","Yes","Yes","Yes","No","No","No","Yes","No"
"401","KWIK TRIP #401","500 FALCON RIDGE DR","BURLINGTON","WI","53105","(262) 767-9758","42.69278","-88.26606","Yes","Yes","Yes","No","No","No","No","No"
"586","KWIK TRIP #586","12501 W ARDEN PL","BUTLER","WI","53007","(262) 781-0349","43.09912","-88.06749","No","Yes","Yes","No","No","No","Yes","No"
"922","KWIK TRIP #922","201 S 1ST ST","CAMERON","WI","54822","(715) 458-4000","45.40678","-91.73524","Yes","Yes","Yes","No","No","No","Yes","Yes"
"1010","KWIK TRIP #1010","1299 WASHINGTON AVE","CEDARBURG","WI","53012","(262) 376-1412","43.32221","-88.00611","No","Yes","Yes","No","No","No","No","No"
"602","KWIK TRIP #602","324 2ND ST","CHETEK","WI","54728","(715) 924-2020","45.31217","-91.65084","No","Yes","Yes","No","No","No","No","No"
"630","KWIK TRIP #630","45 E CHESTNUT ST","CHILTON","WI","53014","(920) 849-2737","44.0238","-88.16104","No","Yes","Yes","No","No","No","No","No"
"381","KWIK TRIP #381","1010 WOODWARD AVE","CHIPPEWA FALLS","WI","54729","(715) 720-9983","44.91281","-91.38936","No","Yes","Yes","No","No","No","No","No"
"352","KWIK TRIP #352","2997 COMMERCIAL BLVD","CHIPPEWA FALLS","WI","54729","(715) 723-0761","44.88592","-91.41764","No","Yes","Yes","No","No","No","Yes","No"
"525","TOBACCO OUTLET PLUS GROC #525","2209 S PRAIRIE VIEW RD","CHIPPEWA FALLS","WI","54729","(715) 720-7176","44.87583","-91.43111","No","Yes","No","No","No","No","No","No"
"660","KWIK TRIP #660","503 E GRAND AVE","CHIPPEWA FALLS","WI","54729","(715) 726-8633","44.94056","-91.38638","No","Yes","No","No","No","No","No","No"
"884","KWIK TRIP #884","12 W MADISON ST","CLINTONVILLE","WI","54929","(715) 823-4545","44.61685","-88.76342","Yes","Yes","Yes","No","No","No","Yes","No"
"808","KWIK TRIP #808","204 DIX ST","COLUMBUS","WI","53925","(920) 623-2844","43.34508","-89.03056","No","Yes","Yes","No","No","No","No","No"
"1061","KWIK TRIP #1061","459 DEBRUIN RD","COMBINED LOCKS","WI","54113","(920) 759-9011","44.25658","-88.29342","Yes","Yes","Yes","No","No","No","Yes","Yes"
"846","KWIK TRIP #846","308 CENTRAL AVE","COON VALLEY","WI","54623","(608) 452-3126","43.70211","-91.01547","No","Yes","Yes","No","No","No","No","No"
"650","KWIK TRIP #650","1601 LANDMARK DR","COTTAGE GROVE","WI","53527","(608) 839-4167","43.10569","-89.19784","Yes","Yes","No","No","No","No","No","No"
"833","KWIK TRIP #833","2508 MAIN ST","CROSS PLAINS","WI","53528","(608) 798-2988","43.11108","-89.64494","No","Yes","Yes","No","No","No","No","Yes"
"339","KWIK TRIP #339","212 S MAIN ST","CUBA CITY","WI","53807","(608) 744-3699","42.60485","-90.4305","No","Yes","Yes","No","No","No","No","No"
"815","KWIK TRIP #815","1530 ELM ST","CUMBERLAND","WI","54829","(715) 822-3853","45.53305","-92.02987","No","Yes","Yes","No","No","No","Yes","Yes"
"127","KWIK TRIP #127","746 MAIN AVE","DE PERE","WI","54115","(920) 336-0312","44.44972","-88.0806","No","Yes","Yes","No","No","No","No","No"
"105","KWIK TRIP #105","2746 FREEDOM RD","DE PERE","WI","54115","(920) 983-0324","44.38657","-88.16708","No","Yes","Yes","No","No","No","Yes","No"
"1060","KWIK TRIP #1060","1620 LAWRENCE DR","DE PERE","WI","54115","(920) 339-8417","44.4309","-88.10775","Yes","Yes","Yes","No","No","No","No","No"
"594","KWIK TRIP #594","1328 O KEEFE RD","DE PERE","WI","54115","(920) 336-6550","44.4304","-88.05674","No","Yes","Yes","No","No","No","No","Yes"
"416","KWIK TRIP #416","2618 MONROE RD","DE PERE","WI","54115","(920) 339-4652","44.4539","-87.99528","Yes","Yes","Yes","No","Yes","No","Yes","No"
"124","KWIK TRIP #124","7372 NORTH TOWNE RD","DEFOREST","WI","53532","(608) 842-3234","43.25148","-89.32518","Yes","Yes","Yes","No","No","No","Yes","Yes"
"557","KWIK TRIP #557","4848 COUNTY ROAD V","DEFOREST","WI","53532","(608) 842-3446","43.25065","-89.36939","Yes","Yes","Yes","No","No","No","Yes","Yes"
"1093","KWIK TRIP #1093","4665 DALMORE RD","DEFOREST","WI","53532","(608) 842-3323","43.19525","-89.35698","Yes","Yes","Yes","No","No","No","No","Yes"
"972","KWIK TRIP #972","2694 SUN VALLEY DR","DELAFIELD","WI","53018","(262) 646-8827","43.0501","-88.37439","No","Yes","Yes","No","No","No","No","Yes"
"1046","KWIK TRIP #1046","408 S WRIGHT ST","DELAVAN","WI","53115","(262) 728-5760","42.62894","-88.62602","Yes","Yes","Yes","No","No","No","No","Yes"
"1015","KWIK TRIP #1015","111 BOHEMIA DR","DENMARK","WI","54208","(920) 863-2163","44.34558","-87.84225","Yes","Yes","Yes","No","No","No","Yes","Yes"
"340","KWIK TRIP #340","1122 N BEQUETTE ST","DODGEVILLE","WI","53533","(608) 930-2200","42.97217","-90.13358","Yes","Yes","Yes","No","No","No","No","No"
"765","KWIK TRIP #765","115 S IOWA ST","DODGEVILLE","WI","53533","(608) 935-9484","42.95976","-90.13001","No","Yes","Yes","No","No","No","No","No"
"131","KWIK TRIP #131","201 W WALL ST","EAGLE RIVER","WI","54521","(715) 477-0070","45.91578","-89.2541","Yes","Yes","Yes","No","No","No","No","Yes"
"1029","KWIK TRIP #1029","1880 COUNTY ROAD ES","EAST TROY","WI","53120","(262) 642-1409","42.79356","-88.38771","Yes","Yes","Yes","No","No","No","No","Yes"
"813","TOBACCO OUTLET PLUS GROC #813","3360 BIRCH ST","EAU CLAIRE","WI","54703","(715) 839-7480","44.82421","-91.46209","No","Yes","No","No","No","No","No","No"
"389","KWIK TRIP #389","108 W MADISON ST","EAU CLAIRE","WI","54703","(715) 832-6065","44.81607","-91.50987","No","Yes","Yes","No","No","No","No","No"
"201","KWIK TRIP #201","3530 MALL DR","EAU CLAIRE","WI","54701","(715) 835-4220","44.7818","-91.46222","No","Yes","Yes","No","No","No","No","Yes"
"472","KWIK TRIP #472","1130 W MACARTHUR AVE","EAU CLAIRE","WI","54701","(715) 832-3945","44.78886","-91.51761","Yes","Yes","Yes","No","No","No","No","Yes"
"1149","KWIK TRIP #1149","210 WATER ST UNIT 1","EAU CLAIRE","WI","54703","(715) 836-9253","44.80227","-91.50522","No","No","No","No","No","No","No","No"
"390","KWIK TRIP #390","2327 N CLAIREMONT AVE","EAU CLAIRE","WI","54703","(715) 838-8929","44.8235","-91.54268","Yes","Yes","Yes","No","No","No","No","No"
"573","KWIK TRIP #573","4395 N TOWN HALL RD","EAU CLAIRE","WI","54703","(715) 874-5945","44.84283","-91.58939","No","Yes","Yes","No","No","No","Yes","Yes"
"459","KWIK TRIP #459","2232 OTTER RD","EAU CLAIRE","WI","54701","(715) 835-3432","44.7958","-91.45852","Yes","Yes","Yes","No","No","No","No","No"
"398","KWIK TRIP #398","2135 BRACKETT AVE","EAU CLAIRE","WI","54701","(715) 835-5613","44.7997","-91.4699","No","Yes","Yes","No","No","No","No","No"
"633","KWIK TRIP #633","2715 GOLF RD","EAU CLAIRE","WI","54701","(715) 839-7030","44.77061","-91.46248","Yes","Yes","Yes","No","No","No","No","Yes"
"210","KWIK TRIP #210","1506 BLACK AVE","EAU CLAIRE","WI","54703","(715) 835-7218","44.8337","-91.44828","Yes","Yes","Yes","No","Yes","No","Yes","Yes"
"675","KWIK TRIP #675","505 N MAIN ST","EDGERTON","WI","53534","(608) 884-3432","42.83833","-89.06444","No","Yes","No","No","No","No","No","No"
"485","KWIK TRIP #485","6 W HIDDEN TRL","ELKHORN","WI","53121","(262) 723-7179","42.69472","-88.5425","Yes","Yes","Yes","No","No","No","No","Yes"
"320","KWIK TRIP #320","1003 ACADEMY ST","ELROY","WI","53929","(608) 462-5932","43.74583","-90.27277","No","Yes","Yes","No","No","No","No","No"
"755","KWIK TRIP #755","745 LINCOLN AVE","FENNIMORE","WI","53809","(608) 822-3125","42.98482","-90.65524","No","Yes","No","No","No","No","No","No"
"957","KWIK TRIP #957","6133 MCKEE RD","FITCHBURG","WI","53719","(608) 278-8166","43.01519","-89.46916","Yes","Yes","Yes","No","No","No","Yes","No"
"959","KWIK TRIP #959","6208 MCKEE RD","FITCHBURG","WI","53719","(608) 268-1171","43.01562","-89.47486","No","Yes","No","No","No","No","No","No"
"613","KWIK TRIP #613","456 S MAIN ST","FOND DU LAC","WI","54935","(920) 924-2710","43.76612","-88.44789","Yes","Yes","No","No","No","No","No","No"
"606","TOBACCO OUTLET PLUS GROC #606","471 N PARK AVE","FOND DU LAC","WI","54935","(920) 924-2700","43.79187","-88.43886","No","Yes","No","No","No","No","No","No"
"235","KWIK TRIP #235","158 N MAIN ST","FOND DU LAC","WI","54935","(920) 921-2783","43.78342","-88.44745","No","Yes","Yes","No","No","No","No","Yes"
"486","KWIK TRIP #486","1061 E JOHNSON ST","FOND DU LAC","WI","54935","(920) 921-2830","43.78419","-88.40745","Yes","Yes","Yes","No","No","No","No","No"
"579","KWIK TRIP #579","665 W SCOTT ST","FOND DU LAC","WI","54937","(920) 923-0773","43.79199","-88.47273","Yes","Yes","Yes","No","No","No","No","No"
"242","KWIK TRIP #242","980 S HICKORY ST","FOND DU LAC","WI","54935","(920) 921-2925","43.75236","-88.46291","No","Yes","Yes","No","Yes","No","Yes","Yes"
"652","KWIK TRIP #652","1123 W JOHNSON ST","FOND DU LAC","WI","54937","(920) 924-2717","43.78511","-88.48667","Yes","Yes","No","No","No","No","No","No"
"439","KWIK TRIP #439","1565 MADISON AVE","FORT ATKINSON","WI","53538","(920) 568-2857","42.9411","-88.86267","Yes","Yes","Yes","No","No","No","No","No"
"835","KWIK TRIP #835","41 S SHORE DR","FOUNTAIN CITY","WI","54629","(608) 687-8591","44.13004","-91.71684","No","Yes","No","No","No","No","No","No"
"367","KWIK TRIP #367","701 W STATE ST","FOX LAKE","WI","53933","(920) 928-2070","43.56701","-88.91619","No","Yes","Yes","No","No","No","No","Yes"
"857","KWIK TRIP #857","10750 W SPEEDWAY DR","FRANKLIN","WI","53132","(414) 427-1883","42.92585","-88.04919","Yes","Yes","Yes","No","No","No","No","Yes"
"287","KWIK TRIP #287","5040 W RAWSON AVE","FRANKLIN","WI","53132","(414) 423-0193","42.91657","-87.97851","Yes","Yes","Yes","No","No","No","No","Yes"
"921","KWIK TRIP #921","1610 STATE HIGHWAY 13","FRIENDSHIP","WI","53934","(608) 339-2726","44.02403","-89.81027","No","Yes","Yes","No","No","No","Yes","No"
"631","KWIK TRIP #631","W188N10963 MAPLE RD","GERMANTOWN","WI","53022","(262) 253-1007","43.21669","-88.14327","Yes","Yes","Yes","No","No","No","No","No"
"359","KWIK TRIP #359","650 W NORTHLAND AVE","GRAND CHUTE","WI","54911","(920) 731-6355","44.28782","-88.41412","Yes","Yes","Yes","No","No","No","No","No"
"412","KWIK TRIP #412","1300 N WESTHILL BLVD","GRAND CHUTE","WI","54914","(920) 996-0780","44.27355","-88.46437","No","Yes","Yes","No","No","No","No","Yes"
"228","KWIK TRIP #228","120 N MALL DR","GRAND CHUTE","WI","54913","(920) 830-2313","44.26333","-88.46935","No","Yes","Yes","No","No","No","No","No"
"887","KWIK TRIP #887","4735 W CONVERTERS DR","GRAND CHUTE","WI","54913","(920) 830-3189","44.28861","-88.47736","Yes","Yes","Yes","No","Yes","No","No","No"
"205","KWIK TRIP #205","710 W EVERGREEN DR","GRAND CHUTE","WI","54913","(920) 830-2218","44.30231","-88.41638","Yes","Yes","Yes","No","No","No","No","Yes"
"452","KWIK TRIP #452","3721 W COLLEGE AVE","GRAND CHUTE","WI","54914","(920) 993-9089","44.26105","-88.46146","Yes","Yes","Yes","No","No","No","No","Yes"
"175","KWIK TRIP #175","4520 W GREENVILLE DR","GRAND CHUTE","WI","54913","(920) 380-0585","44.27639","-88.47558","Yes","Yes","Yes","No","No","No","No","Yes"
"827","KWIK TRIP #827","935 LOMBARDI AVE","GREEN BAY","WI","54304","(920) 499-1632","44.49794","-88.04748","No","Yes","Yes","No","No","No","No","Yes"
"115","KWIK TRIP #115","515 W WALNUT ST","GREEN BAY","WI","54303","(920) 436-0654","44.51676","-88.02388","No","Yes","No","No","No","No","No","No"
"365","KWIK TRIP #365","2498 LINEVILLE RD","GREEN BAY","WI","54313","(920) 434-2922","44.59154","-88.07703","Yes","Yes","Yes","No","No","No","No","No"
"700","KWIK TRIP #700","1871 SHAWANO AVE","GREEN BAY","WI","54303","(920) 490-8738","44.534","-88.07294","No","Yes","Yes","No","No","No","No","No"
"143","KWIK TRIP #143","2400 UNIVERSITY AVE","GREEN BAY","WI","54302","(920) 469-7527","44.51258","-87.96221","Yes","Yes","Yes","No","No","No","No","Yes"
"292","KWIK TRIP #292","840 S HURON RD","GREEN BAY","WI","54311","(920) 468-1938","44.485","-87.9187","Yes","Yes","Yes","No","No","No","Yes","No"
"1030","KWIK TRIP #1030","2203 S WEBSTER AVE","GREEN BAY","WI","54301","(920) 437-2035","44.4808","-88.0235","Yes","Yes","Yes","No","No","No","No","No"
"543","TOBACCO OUTLET PLUS GROC #543","1401 S WEBSTER AVE","GREEN BAY","WI","54301","(920) 436-0490","44.4931","-88.01564","No","Yes","No","No","No","No","No","No"
"1051","KWIK TRIP #1051","3525 HUMBOLDT RD","GREEN BAY","WI","54301","(920) 469-7811","44.51316","-87.90574","Yes","Yes","Yes","No","No","No","Yes","Yes"
"420","KWIK TRIP #420","1712 E MASON ST","GREEN BAY","WI","54302","(920) 469-3703","44.49306","-87.98426","Yes","Yes","Yes","No","No","No","No","Yes"
"315","KWIK TRIP #315","206 S MAIN ST","GREENWOOD","WI","54437","(715) 267-7149","44.76556","-90.59777","No","Yes","Yes","No","No","No","No","No"
"655","KWIK TRIP #655","1411 E SUMNER ST","HARTFORD","WI","53027","(262) 673-7130","43.31697","-88.35494","No","Yes","Yes","No","No","No","No","Yes"
"327","KWIK TRIP #327","15831 US HIGHWAY 63","HAYWARD","WI","54843","(715) 634-9000","46.01247","-91.48458","No","Yes","Yes","No","No","No","No","No"
"841","KWIK TRIP #841","229 MILL ST","HILLSBORO","WI","54634","(608) 489-2300","43.65175","-90.34159","No","Yes","Yes","No","No","No","No","No"
"568","KWIK TRIP #568","115 HALE DR","HOLMEN","WI","54636","(608) 526-1650","43.95216","-91.258","Yes","Yes","Yes","No","No","No","No","Yes"
"311","KWIK TRIP #311","1550 S HOLMEN DR","HOLMEN","WI","54636","(608) 526-3010","43.94977","-91.25994","No","Yes","Yes","No","No","No","No","No"
"332","KWIK TRIP #332","305 BARSTOW ST","HORICON","WI","53032","(920) 485-6610","43.44808","-88.6354","No","Yes","Yes","No","No","No","No","No"
"782","KWIK TRIP #782","716 E LAKE ST","HORICON","WI","53032","(920) 485-4046","43.45191","-88.62638","No","Yes","No","No","No","No","No","No"
"740","KWIK TRIP #740","261 E MAIN ST","HORTONVILLE","WI","54944","(920) 779-6151","44.3359","-88.63099","Yes","Yes","Yes","No","No","No","No","Yes"
"725","KWIK TRIP #725","399 CARDINAL LN","HOWARD","WI","54313","(920) 434-2041","44.55239","-88.08585","Yes","Yes","Yes","No","No","No","No","Yes"
"935","KWIK TRIP #935","740 6TH ST N","HUDSON","WI","54016","(715) 381-9550","45.00364","-92.75352","Yes","Yes","Yes","No","No","No","No","Yes"
"410","KWIK TRIP #410","2401 CREST VIEW DR","HUDSON","WI","54016","(715) 386-8650","44.96161","-92.72303","Yes","Yes","Yes","No","No","No","No","No"
"647","KWIK TRIP #647","2518 W COURT ST","JANESVILLE","WI","53548","(608) 756-2880","42.67958","-89.05114","No","Yes","No","No","No","No","No","No"
"617","KWIK TRIP #617","254 E MEMORIAL DR","JANESVILLE","WI","53545","(608) 754-4088","42.69366","-89.0262","No","Yes","No","No","No","No","No","No"
"384","KWIK TRIP #384","3359 MILTON AVE","JANESVILLE","WI","53545","(608) 758-8629","42.72202","-88.99641","No","Yes","Yes","No","No","No","No","Yes"
"326","KWIK TRIP #326","3123 S US HIGHWAY 51","JANESVILLE","WI","53546","(608) 752-3354","42.63442","-89.03064","Yes","Yes","Yes","No","Yes","No","Yes","Yes"
"872","KWIK TRIP #872","102 COLLINS RD","JEFFERSON","WI","53549","(920) 674-3097","42.99023","-88.80763","Yes","Yes","Yes","No","No","No","No","Yes"
"487","KWIK TRIP #487","465 VILLAGE WALK LN","JOHNSON CREEK","WI","53038","(920) 699-2840","43.08222","-88.76444","No","Yes","Yes","No","No","No","No","No"
"324","KWIK TRIP #324","210 S MAIN ST","JUNEAU","WI","53039","(920) 386-2574","43.40509","-88.70454","No","Yes","Yes","No","No","No","No","No"
"270","KWIK TRIP #270","322 LAWE ST","KAUKAUNA","WI","54130","(920) 759-1361","44.28306","-88.26578","Yes","Yes","Yes","No","No","No","No","Yes"
"209","KWIK TRIP #209","1101 GERTRUDE ST","KAUKAUNA","WI","54130","(920) 759-1970","44.29713","-88.27101","No","Yes","Yes","No","No","No","Yes","Yes"
"107","KWIK TRIP #107","5800 31ST ST","KENOSHA","WI","53144","(262) 653-9086","42.61153","-87.87791","Yes","Yes","Yes","No","No","No","No","Yes"
"974","KWIK TRIP #974","8012 39TH AVE","KENOSHA","WI","53142","(262) 694-9005","42.55859","-87.85519","No","Yes","No","No","No","No","No","No"
"975","KWIK TRIP #975","8800 75TH ST","KENOSHA","WI","53142","(262) 697-5660","42.56694","-87.91497","Yes","Yes","No","No","No","No","No","No"
"528","TOBACCO OUTLET PLUS #528","2111 22ND AVE","KENOSHA","WI","53140","(262) 652-5781","42.6175","-87.83527","No","No","No","No","No","No","No","No"
"312","KWIK TRIP #312","3920 WASHINGTON RD","KENOSHA","WI","53144","(262) 656-0077","42.60353","-87.85626","No","Yes","No","No","No","No","No","No"
"938","KWIK TRIP #938","12224 74TH ST","KENOSHA","WI","53142","(262) 857-4035","42.56886","-87.9549","Yes","Yes","Yes","No","No","No","No","Yes"
"371","KWIK TRIP #371","6300 52ND ST","KENOSHA","WI","53144","(262) 652-6055","42.58944","-87.88333","Yes","Yes","Yes","No","No","No","No","No"
"634","KWIK TRIP #634","1140 STATE ROAD 67","KIEL","WI","53042","(920) 894-3202","43.91995","-88.02189","No","Yes","Yes","No","No","No","No","Yes"
"405","KWIK TRIP #405","701 SCHELFHOUT LN","KIMBERLY","WI","54136","(920) 687-8821","44.26166","-88.32489","Yes","Yes","Yes","No","No","No","No","No"
"819","KWIK TRIP #819","921 LOSEY BLVD S","LA CROSSE","WI","54601","(608) 788-5604","43.80092","-91.21931","No","Yes","No","No","No","No","No","No"
"850","KWIK TRIP #850 SUPPORT CTR","KWIK TRIP #850 SUPPORT CTR","LA CROSSE","WI","54603","(608) 793-6161","43.84773","-91.22772","No","No","No","No","No","No","No","No"
"762","KWIK TRIP #762","1133 GEORGE ST W","LA CROSSE","WI","54603","(608) 781-2044","43.85879","-91.23988","No","Yes","No","No","No","No","No","No"
"532","TOBACCO OUTLET PLUS GROC #532","3525 HIGHWAY 157","LA CROSSE","WI","54601","(608) 779-4433","43.8675","-91.20416","No","Yes","No","No","No","No","No","No"
"829","KWIK TRIP #829","507 LANG DR","LA CROSSE","WI","54603","(608) 785-2344","43.83276","-91.23995","No","Yes","Yes","No","No","No","No","No"
"761","KWIK TRIP #761","506 CASS ST","LA CROSSE","WI","54601","(608) 782-6474","43.80832","-91.24974","Yes","Yes","Yes","No","Yes","No","No","Yes"
"826","KWIK TRIP #826","4605 MORMON COULEE RD","LA CROSSE","WI","54601","(608) 788-8664","43.7675","-91.21138","No","Yes","Yes","No","No","No","No","No"
"870","KWIK TRIP #870 ALT FUELS","KWIK TRIP #870 ALT FUELS","LA CROSSE","WI","54603","(855) 710-3800","43.85172","-91.22697","No","Yes","Yes","No","Yes","Yes","Yes","No"
"391","KWIK TRIP #391","1333 ROSE ST","LA CROSSE","WI","54603","(608) 785-1600","43.84276","-91.2486","No","Yes","Yes","No","No","No","No","No"
"727","KWIK TRIP #727","105 CLINTON ST","LA CROSSE","WI","54603","(608) 784-2422","43.84179","-91.26093","No","Yes","No","No","No","No","No","No"
"750","KWIK TRIP #750","4828 MORMON COULEE RD","LA CROSSE","WI","54601","(608) 787-8803","43.76422","-91.2103","Yes","Yes","Yes","No","No","No","No","No"
"816","KWIK TRIP #816","3130 STATE RD","LA CROSSE","WI","54601","(608) 788-9230","43.79136","-91.20979","No","Yes","Yes","No","No","No","No","No"
"624","KWIK TRIP #624","530 WEST AVE N","LA CROSSE","WI","54601","(608) 782-1115","43.8169","-91.23859","No","Yes","No","No","No","No","No","No"
"773","KWIK TRIP #773","2506 SOUTH AVE","LA CROSSE","WI","54601","(608) 788-5534","43.78903","-91.23798","No","Yes","No","No","No","No","No","No"
"771","KWIK TRIP #771","71 COPELAND AVE","LA CROSSE","WI","54603","(608) 785-2320","43.82549","-91.24976","No","Yes","No","No","No","No","No","No"
"455","KWIK TRIP #455","100 W 9TH ST N","LADYSMITH","WI","54848","(715) 532-3117","45.46454","-91.11177","Yes","Yes","Yes","No","No","No","Yes","Yes"
"219","KWIK TRIP #219","710 WILLIAMS ST","LAKE GENEVA","WI","53147","(262) 249-0523","42.59755","-88.43592","Yes","Yes","Yes","No","No","No","No","No"
"306","KWIK TRIP #306","105 W TYRANENA PARK RD","LAKE MILLS","WI","53551","(920) 648-3033","43.09048","-88.90996","No","Yes","Yes","No","Yes","No","Yes","No"
"645","KWIK TRIP #645","141 N MADISON ST","LANCASTER","WI","53813","(608) 723-6494","42.8487","-90.70935","No","Yes","No","No","No","No","No","No"
"628","KWIK TRIP #628","5600 COUNTY ROAD II","LARSEN","WI","54947","(920) 836-9510","44.1991","-88.68053","No","Yes","Yes","No","No","No","Yes","No"
"587","KWIK TRIP #587","5908 DUAME RD","LENA","WI","54139","(920) 834-2024","44.88768","-88.04518","No","Yes","Yes","No","No","No","Yes","No"
"923","KWIK TRIP #923","1650 FREEDOM RD","LITTLE CHUTE","WI","54140","(920) 687-6407","44.29083","-88.31289","Yes","Yes","Yes","No","No","No","Yes","Yes"
"635","KWIK TRIP #635","215 N MAIN ST","LODI","WI","53555","(608) 592-4491","43.31515","-89.52801","No","Yes","No","No","No","No","No","No"
"374","KWIK TRIP #374","100 S MAIN ST","LOYAL","WI","54446","(715) 255-9909","44.73499","-90.49567","No","Yes","Yes","No","No","No","No","No"
"958","KWIK TRIP #958","4741 LIEN RD","MADISON","WI","53704","(608) 268-1276","43.12068","-89.30028","Yes","Yes","Yes","No","No","No","No","No"
"963","KWIK TRIP #963","1434 NORTHPORT DR","MADISON","WI","53704","(608) 244-3660","43.13409","-89.37024","No","Yes","No","No","No","No","No","No"
"956","KWIK TRIP #956","3153 MAPLE GROVE DR","MADISON","WI","53719","(608) 845-9358","43.01637","-89.49872","No","Yes","No","No","No","No","No","No"
"951","KWIK TRIP #951","6702 RAYMOND RD","MADISON","WI","53719","(608) 273-3700","43.0319","-89.4974","No","Yes","Yes","No","No","No","No","No"
"950","KWIK TRIP #950","4402 E BUCKEYE RD","MADISON","WI","53716","(608) 222-6780","43.07325","-89.30786","Yes","Yes","No","No","No","No","No","No"
"949","KWIK TRIP #949","4112 MILWAUKEE ST","MADISON","WI","53714","(608) 241-3600","43.09858","-89.31388","Yes","Yes","Yes","No","No","No","No","No"
"514","TOBACCO OUTLET PLUS #514","1113 N SERMAN AVE A","MADISON","WI","53704","(608) 249-0658","43.11228","-89.36325","No","No","No","No","No","No","No","No"
"268","KWIK TRIP #268","1421 MONROE ST","MADISON","WI","53711","(608) 250-2097","43.06903","-89.41097","No","No","No","No","No","No","No","No"
"961","KWIK TRIP #961","3528 E WASHINGTON AVE","MADISON","WI","53704","(608) 661-3664","43.11528","-89.32802","Yes","Yes","Yes","No","No","No","No","No"
"952","KWIK TRIP #952","2538 FISH HATCHERY RD","MADISON","WI","53713","(608) 255-1888","43.03721","-89.40573","Yes","Yes","Yes","No","No","No","No","No"
"955","KWIK TRIP #955","1625 N STOUGHTON RD","MADISON","WI","53704","(608) 244-6565","43.12034","-89.32466","No","Yes","Yes","No","No","No","No","No"
"960","KWIK TRIP #960","401 N 3RD ST","MADISON","WI","53704","(608) 441-3533","43.0979","-89.35908","Yes","Yes","Yes","No","No","No","No","No"
