"","str","formatted.address","entity.type","confidence","lat","lng"
"","142 W MAIN ST, SPRING GROVE, MN, 55974","142 W Main St,MN,Houston County,United States,142 W Main St, Spring Grove, MN 55974,Spring Grove,55974","Address","High","43.561196","-91.637382"
"","640 N BROADWAY ST, SPRING VALLEY, MN, 55975","640 N Broadway St,MN,Fillmore County,United States,640 N Broadway St, Spring Valley, MN 55975,Spring Valley,55975","Address","High","43.695333","-92.396143"
"","5335 STACY TRL, STACY, MN, 55079","5335 Stacy Trail,MN,Chisago County,United States,5335 Stacy Trail, Stacy, MN 55079,Stacy,55079","Address","High","45.396158","-92.997545"
"","101 SCHUMANN DR NW, STEWARTVILLE, MN, 55976","101 Schumann Dr NW,MN,Olmsted County,United States,101 Schumann Dr NW, Stewartville, MN 55976,Stewartville,55976","Address","High","43.877295","-92.48994"
"","410 MAIN ST N, STEWARTVILLE, MN, 55976","410 Main St N,MN,Olmsted County,United States,410 Main St N, Stewartville, MN 55976,Stewartville,55976","Address","High","43.858319","-92.487957"
"","3550 SETTLERS WAY, STILLWATER, MN, 55082","3550 Settlers Way,MN,Washington County,United States,3550 Settlers Way, Stillwater, MN 55082,Stillwater,55082","Address","High","45.055696","-92.861797"
"","1100 7TH AVE, TWO HARBORS, MN, 55616","1100 7th Ave,MN,Lake County,United States,1100 7th Ave, Two Harbors, MN 55616,Two Harbors,55616","Address","High","47.024932","-91.68072"
"","3278 HIGHWAY 61 N, VADNAIS HEIGHTS, MN, 55110","3278 Highway 61 N,MN,Ramsey County,United States,3278 Highway 61 N, Vadnais Heights, MN 55110,Vadnais Heights,55110","Address","High","45.040447","-93.038769"
"","106 HIAWATHA DR W, WABASHA, MN, 55981","106 Hiawatha Dr W,MN,Wabasha County,United States,106 Hiawatha Dr W, Wabasha, MN 55981,Wabasha,55981","Address","High","44.379152","-92.035601"
"","809 VISTA BLVD, WACONIA, MN, 55387","809 Vista Blvd,MN,Carver County,United States,809 Vista Blvd, Waconia, MN 55387,Waconia,55387","Address","High","44.847645","-93.771012"
"","106 10TH AVE S, WAITE PARK, MN, 56387","106 10th Ave S,MN,Stearns County,United States,106 10th Ave S, Waite Park, MN 56387,Waite Park,56387","Address","High","45.550466","-94.228882"
"","458 GREAT OAK DR, WAITE PARK, MN, 56387","458 Great Oak Dr,MN,Stearns County,United States,458 Great Oak Dr, Waite Park, MN 56387,Waite Park,56387","Address","High","45.560992","-94.228496"
"","100 15TH AVE NE, WASECA, MN, 56093","100 15th Ave NE,MN,Waseca County,United States,100 15th Ave NE, Waseca, MN 56093,Waseca,56093","Address","High","44.092301","-93.5065"
"","501 ELM AVE W, WASECA, MN, 56093","501 Elm Ave W,MN,Waseca County,United States,501 Elm Ave W, Waseca, MN 56093,Waseca,56093","Address","High","44.077054","-93.51327"
"","2000 1ST ST S, WILLMAR, MN, 56201","2000 1st St S,MN,Kandiyohi County,United States,2000 1st St S, Willmar, MN 56201,Willmar,56201","Address","High","45.101643","-95.043948"
"","212 2ND ST SW, WILLMAR, MN, 56201","212 2nd St SW,MN,Kandiyohi County,United States,212 2nd St SW, Willmar, MN 56201,Willmar,56201","Address","High","45.1222037867675","-95.0454362706639"
"","2550 HIGHWAY 12 E, WILLMAR, MN, 56201","2550 Highway 12 E,MN,Kandiyohi County,United States,2550 Highway 12 E, Willmar, MN 56201,Willmar,56201","Address","High","45.125584","-95.007409"
"","770 E BROADWAY ST, WINONA, MN, 55987","770 E Broadway St,MN,Winona County,United States,770 E Broadway St, Winona, MN 55987,Winona,55987","Address","High","44.044439","-91.618772"
"","375 COTTONWOOD DR, WINONA, MN, 55987","375 Cottonwood Dr,MN,Winona County,United States,375 Cottonwood Dr, Winona, MN 55987,Winona,55987","Address","High","44.054381","-91.690877"
"","268 W SARNIA ST, WINONA, MN, 55987","268 W Sarnia St,MN,Winona County,United States,268 W Sarnia St, Winona, MN 55987,Winona,55987","Address","High","44.044892","-91.647577"
"","872 W BROADWAY ST, WINONA, MN, 55987","872 W Broadway St,MN,Winona County,United States,872 W Broadway St, Winona, MN 55987,Winona,55987","Address","High","44.053486","-91.660922"
"","1058 HOMER RD, WINONA, MN, 55987","1058 Homer Rd,MN,Winona County,United States,1058 Homer Rd, Winona, MN 55987,Winona,55987","Address","High","44.028436","-91.620919"
"","1601 W 5TH ST, WINONA, MN, 55987","1601 W 5th St,MN,Winona County,United States,1601 W 5th St, Winona, MN 55987,Winona,55987","Address","High","44.054235","-91.681309"
"","10100 HUDSON RD, WOODBURY, MN, 55129","10100 Hudson Rd,MN,United States,10100 Hudson Rd, Woodbury, MN 55129,Woodbury,55129","Address","High","44.945464","-92.902537"
"","8477 CITY CENTRE DR, WOODBURY, MN, 55125","8477 City Centre Dr,MN,United States,8477 City Centre Dr, Woodbury, MN 55125,Woodbury,55125","Address","High","44.921947","-92.935173"
"","1601 OXFORD ST, WORTHINGTON, MN, 56187","1601 Oxford St,MN,Nobles County,United States,1601 Oxford St, Worthington, MN 56187,Worthington,56187","Address","High","43.631504","-95.588098"
"","100 JEFFERSON DR, ZUMBROTA, MN, 55992","100 Jefferson Dr,MN,Goodhue County,United States,100 Jefferson Dr, Zumbrota, MN 55992,Zumbrota,55992","Address","High","44.282815","-92.667396"
"","301 ELDERBERRY RD, ABBOTSFORD, WI, 54405","301 Elderberry Rd,WI,Clark County,United States,301 Elderberry Rd, Abbotsford, WI 54405,Abbotsford,54405","Address","High","44.928577","-90.313002"
"","237 N MAIN ST, ADAMS, WI, 53910","237 N Main St,WI,Adams County,United States,237 N Main St, Adams, WI 53910,Adams,53910","Address","High","43.96107","-89.818562"
"","603 N MAIN ST, ALMA, WI, 54610","603 N Main St,WI,Buffalo County,United States,603 N Main St, Alma, WI 54610,Alma,54610","Address","High","44.327064","-91.918533"
"","2367 SPOONER AVE, ALTOONA, WI, 54720","2367 Spooner Ave,WI,Eau Claire County,United States,2367 Spooner Ave, Altoona, WI 54720,Altoona,54720","Address","High","44.806674","-91.447498"
"","2929 MEADOWLARK LN, ALTOONA, WI, 54720","2929 Meadowlark Ln,WI,Eau Claire County,United States,2929 Meadowlark Ln, Altoona, WI 54720,Altoona,54720","Address","High","44.818942","-91.458693"
"","855 KELLER AVE S, AMERY, WI, 54001","855 Keller Ave S,WI,Polk County,United States,855 Keller Ave S, Amery, WI 54001,Amery,54001","Address","High","45.296373","-92.366018"
"","455 STATE HIGHWAY 64, ANTIGO, WI, 54409","455 State Highway 64,WI,Langlade County,United States,455 State Highway 64, Antigo, WI 54409,Antigo,54409","Address","High","45.161733","-89.147648"
"","730 E WISCONSIN AVE, APPLETON, WI, 54911","730 E Wisconsin Ave,WI,Outagamie County,United States,730 E Wisconsin Ave, Appleton, WI 54911,Appleton,54911","Address","High","44.273383","-88.395949"
"","3232 S ONEIDA ST, APPLETON, WI, 54915","3232 S Oneida St,WI,Outagamie County,United States,3232 S Oneida St, Appleton, WI 54915,Appleton,54915","Address","High","44.231869","-88.403087"
"","2120 E EDGEWOOD DR, APPLETON, WI, 54913","2120 E Edgewood Dr,WI,Outagamie County,United States,2120 E Edgewood Dr, Appleton, WI 54913,Appleton,54913","Address","High","44.317085","-88.373107"
"","306 N RICHMOND ST, APPLETON, WI, 54911","306 N Richmond St,WI,Outagamie County,United States,306 N Richmond St, Appleton, WI 54911,Appleton,54911","Address","High","44.264453","-88.414946"
"","2175 S MEMORIAL DR STE A, APPLETON, WI, 54915","2175 S Memorial Dr,WI,Outagamie County,United States,2175 S Memorial Dr, Appleton, WI 54915,Appleton,54915","Address","High","44.240888","-88.417421"
"","4085 E CALUMET ST, APPLETON, WI, 54915","4085 E Calumet St,WI,Outagamie County,United States,4085 E Calumet St, Appleton, WI 54915,Appleton,54915","Address","High","44.243123","-88.343763"
"","1342 W PROSPECT AVE, APPLETON, WI, 54914","1342 W Prospect Ave,WI,Outagamie County,United States,1342 W Prospect Ave, Appleton, WI 54914,Appleton,54914","Address","High","44.253912","-88.427814"
"","11085 STATE HIGHWAY 70 E, ARBOR VITAE, WI, 54568","11085 State Highway 70 E,WI,Oneida County,United States,11085 State Highway 70 E, Arbor Vitae, WI 54568,Arbor Vitae,54568","Address","High","45.920109","-89.694371"
"","1625 E MAIN ST, ARCADIA, WI, 54612","1625 E Main St,WI,Trempealeau County,United States,1625 E Main St, Arcadia, WI 54612,Arcadia,54612","Address","High","44.250232","-91.472324"
"","515 ELLIS AVE, ASHLAND, WI, 54806","515 Ellis Ave,WI,Ashland County,United States,515 Ellis Ave, Ashland, WI 54806,Ashland,54806","Address","High","46.588038","-90.880955"
"","1814 LAKE SHORE DR W, ASHLAND, WI, 54806","1814 Lake Shore Dr W,WI,Ashland County,United States,1814 Lake Shore Dr W, Ashland, WI 54806,Ashland,54806","Address","High","46.582348","-90.9052594"
"","2300 LAKE SHORE DR E, ASHLAND, WI, 54806","2300 Lake Shore Dr E,WI,Ashland County,United States,2300 Lake Shore Dr E, Ashland, WI 54806,Ashland,54806","Address","High","46.604095","-90.854902"
"","940 WAUBE LN, ASHWAUBENON, WI, 54304","940 Waube Ln,WI,Brown County,United States,940 Waube Ln, Ashwaubenon, WI 54304,Ashwaubenon,54304","Address","High","44.468816","-88.082925"
"","2282 S RIDGE RD, ASHWAUBENON, WI, 54304","2282 S Ridge Rd,WI,Brown County,United States,2282 S Ridge Rd, Ashwaubenon, WI 54304,Ashwaubenon,54304","Address","High","44.492367","-88.072011"
"","871 HANSEN RD, ASHWAUBENON, WI, 54304","871 Hansen Rd,WI,Brown County,United States,871 Hansen Rd, Ashwaubenon, WI 54304,Ashwaubenon,54304","Address","High","44.47517","-88.074244"
"","1010 MAIN ST, BALDWIN, WI, 54002","1010 Main St,WI,St. Croix County,United States,1010 Main St, Baldwin, WI 54002,Baldwin,54002","Address","High","44.967169","-92.375298"
"","940 BALDWIN PLAZA DR, BALDWIN, WI, 54002","940 Baldwin Plaza Dr,WI,St. Croix County,United States,940 Baldwin Plaza Dr, Baldwin, WI 54002,Baldwin,54002","Address","High","44.941384","-92.373551"
"","1330 SOUTH BLVD, BARABOO, WI, 53913","1330 South Blvd,WI,Sauk County,United States,1330 South Blvd, Baraboo, WI 53913,Baraboo,53913","Address","High","43.46043","-89.767451"
"","604 8TH ST, BARABOO, WI, 53913","604 8th St,WI,Sauk County,United States,604 8th St, Baraboo, WI 53913,Baraboo,53913","Address","High","43.474324","-89.733526"
"","617 W PINE ST, BARABOO, WI, 53913","617 W Pine St,WI,Sauk County,United States,617 W Pine St, Baraboo, WI 53913,Baraboo,53913","Address","High","43.475727","-89.769597"
"","211 E DIVISION AVE N 2ND ST, BARRON, WI, 54812","211 E Division Ave,WI,Barron County,United States,211 E Division Ave, Barron, WI 54812,Barron,54812","Address","High","45.401709","-91.854924"
"","W9153 COUNTY ROAD G, BEAVER DAM, WI, 53916","W9153 County Road G,WI,Dodge County,United States,W9153 County Road G, Beaver Dam, WI 53916,Beaver Dam,53916","Address","High","43.4413777","-88.8578135"
"","1504 N CENTER ST, BEAVER DAM, WI, 53916","1504 N Center St,WI,Dodge County,United States,1504 N Center St, Beaver Dam, WI 53916,Beaver Dam,53916","Address","High","43.474029","-88.839506"
"","2006 N SPRING ST, BEAVER DAM, WI, 53916","2006 N Spring St,WI,Dodge County,United States,2006 N Spring St, Beaver Dam, WI 53916,Beaver Dam,53916","Address","High","43.486156","-88.818157"
"","270 BROADWAY, BERLIN, WI, 54923","270 Broadway,WI,Green Lake County,United States,270 Broadway, Berlin, WI 54923,Berlin,54923","Address","High","43.96787","-88.953951"
"","W235S7125 BIG BEND DR, BIG BEND, WI, 53103","W235S7125 Big Bend Dr,WI,Waukesha County,United States,W235S7125 Big Bend Dr, Big Bend, WI 53103,Big Bend,53103","Address","High","42.915043","-88.219694"
"","1110 STATE ST, BLACK EARTH, WI, 53515","1110 State St,WI,Dane County,United States,1110 State St, Black Earth, WI 53515,Black Earth,53515","Address","High","43.143123","-89.746077"
"","15 COUNTY ROAD A, BLACK RIVER FALLS, WI, 54615","15 County Road A,WI,Jackson County,United States,15 County Road A, Black River Falls, WI 54615,Black River Falls,54615","Address","High","44.305226","-90.845087"
"","751 STATE HIGHWAY 54, BLACK RIVER FALLS, WI, 54615","751 State Highway 54,WI,Jackson County,United States,751 State Highway 54, Black River Falls, WI 54615,Black River Falls,54615","Address","High","44.293633","-90.830524"
"","511 W 4TH ST, BLAIR, WI, 54616","511 W 4th St,WI,Trempealeau County,United States,511 W 4th St, Blair, WI 54616,Blair,54616","Address","High","44.290263","-91.2411"
"","1625 WOODARD RD, BLOOMER, WI, 54724","1625 Woodard Rd,WI,Chippewa County,United States,1625 Woodard Rd, Bloomer, WI 54724,Bloomer,54724","Address","High","45.100325","-91.508796"
"","102 EXPRESS WAY, BONDUEL, WI, 54107","102 Express Way,WI,Shawano County,United States,102 Express Way, Bonduel, WI 54107,Bonduel,54107","Address","High","44.729694","-88.447021"
"","305 W PRAIRIE ST, BOSCOBEL, WI, 53805","305 W Prairie St,WI,Grant County,United States,305 W Prairie St, Boscobel, WI 53805,Boscobel,53805","Address","High","43.140833","-90.709776"
"","108 W RYAN ST, BRILLION, WI, 54110","108 W Ryan St,WI,Calumet County,United States,108 W Ryan St, Brillion, WI 54110,Brillion,54110","Address","High","44.182665","-88.065173"
"","2107 1ST CENTER AVE, BRODHEAD, WI, 53520","2107 1st Center Ave,WI,Green County,United States,2107 1st Center Ave, Brodhead, WI 53520,Brodhead,53520","Address","High","42.60914","-89.377736"
"","1164 S PINE ST, BURLINGTON, WI, 53105","1164 S Pine St,WI,Racine County,United States,1164 S Pine St, Burlington, WI 53105,Burlington,53105","Address","High","42.659823","-88.260105"
"","500 FALCON RIDGE DR, BURLINGTON, WI, 53105","500 Falcon Ridge Dr,WI,Racine County,United States,500 Falcon Ridge Dr, Burlington, WI 53105,Burlington,53105","Address","High","42.69297","-88.265458"
"","12501 W ARDEN PL, BUTLER, WI, 53007","12501 W Arden Pl,WI,Waukesha County,United States,12501 W Arden Pl, Butler, WI 53007,Butler,53007","Address","High","43.099261","-88.067374"
"","201 S 1ST ST, CAMERON, WI, 54822","201 S 1st St,WI,Barron County,United States,201 S 1st St, Cameron, WI 54822,Cameron,54822","Address","High","45.407067","-91.734877"
"","1299 WASHINGTON AVE, CEDARBURG, WI, 53012","1299 Washington Ave,WI,Ozaukee County,United States,1299 Washington Ave, Cedarburg, WI 53012,Cedarburg,53012","Address","High","43.322039","-88.006902"
"","324 2ND ST, CHETEK, WI, 54728","324 2nd St,WI,Barron County,United States,324 2nd St, Chetek, WI 54728,Chetek,54728","Address","High","45.312077","-91.650849"
"","45 E CHESTNUT ST, CHILTON, WI, 53014","45 E Chestnut St,WI,Calumet County,United States,45 E Chestnut St, Chilton, WI 53014,Chilton,53014","Address","High","44.02374","-88.161037"
"","1010 WOODWARD AVE, CHIPPEWA FALLS, WI, 54729","1010 Woodward Ave,WI,Chippewa County,United States,1010 Woodward Ave, Chippewa Falls, WI 54729,Chippewa Falls,54729","Address","High","44.912646","-91.389311"
"","2997 COMMERCIAL BLVD, CHIPPEWA FALLS, WI, 54729","2997 Commercial Blvd,WI,Chippewa County,United States,2997 Commercial Blvd, Chippewa Falls, WI 54729,Chippewa Falls,54729","Address","High","44.885872","-91.41744"
"","2209 S PRAIRIE VIEW RD, CHIPPEWA FALLS, WI, 54729","2209 S Prairie View Rd,WI,Chippewa County,United States,2209 S Prairie View Rd, Chippewa Falls, WI 54729,Chippewa Falls,54729","Address","High","44.876006","-91.4312675"
"","503 E GRAND AVE, CHIPPEWA FALLS, WI, 54729","503 E Grand Ave,WI,Chippewa County,United States,503 E Grand Ave, Chippewa Falls, WI 54729,Chippewa Falls,54729","Address","High","44.940449","-91.386447"
"","12 W MADISON ST, CLINTONVILLE, WI, 54929","12 W Madison St,WI,Waupaca County,United States,12 W Madison St, Clintonville, WI 54929,Clintonville,54929","Address","High","44.616957","-88.762966"
"","204 DIX ST, COLUMBUS, WI, 53925","204 Dix St,WI,United States,204 Dix St, Columbus, WI 53925,Columbus,53925","Address","High","43.345112","-89.03082"
"","459 DEBRUIN RD, COMBINED LOCKS, WI, 54113","459 Debruin Rd,WI,Outagamie County,United States,459 Debruin Rd, Combined Locks, WI 54113,Combined Locks,54113","Address","High","44.2563485","-88.2930147"
"","308 CENTRAL AVE, COON VALLEY, WI, 54623","308 Central Ave,WI,Vernon County,United States,308 Central Ave, Coon Valley, WI 54623,Coon Valley,54623","Address","High","43.701989","-91.015479"
"","1601 LANDMARK DR, COTTAGE GROVE, WI, 53527","1601 Landmark Dr,WI,Dane County,United States,1601 Landmark Dr, Cottage Grove, WI 53527,Cottage Grove,53527","Address","High","43.105419","-89.197954"
"","2508 MAIN ST, CROSS PLAINS, WI, 53528","2508 Main St,WI,Dane County,United States,2508 Main St, Cross Plains, WI 53528,Cross Plains,53528","Address","High","43.110712","-89.644727"
"","212 S MAIN ST, CUBA CITY, WI, 53807","212 S Main St,WI,Grant County,United States,212 S Main St, Cuba City, WI 53807,Cuba City,53807","Address","High","42.604995","-90.430342"
"","1530 ELM ST, CUMBERLAND, WI, 54829","1530 Elm St,WI,Barron County,United States,1530 Elm St, Cumberland, WI 54829,Cumberland,54829","Address","High","45.5325772","-92.0296237"
"","746 MAIN AVE, DE PERE, WI, 54115","746 Main Ave,WI,Brown County,United States,746 Main Ave, De Pere, WI 54115,De Pere,54115","Address","High","44.449699","-88.080421"
"","2746 FREEDOM RD, DE PERE, WI, 54115","2746 Freedom Rd,WI,Brown County,United States,2746 Freedom Rd, De Pere, WI 54115,De Pere,54115","Address","High","44.386653","-88.166924"
"","1620 LAWRENCE DR, DE PERE, WI, 54115","1620 Lawrence Dr,WI,Brown County,United States,1620 Lawrence Dr, De Pere, WI 54115,De Pere,54115","Address","High","44.431368","-88.107455"
"","1328 O KEEFE RD, DE PERE, WI, 54115","1328 O'Keefe Rd,WI,Brown County,United States,1328 O'Keefe Rd, De Pere, WI 54115,De Pere,54115","Address","High","44.430499","-88.055913"
"","2618 MONROE RD, DE PERE, WI, 54115","2618 Monroe Rd,WI,Brown County,United States,2618 Monroe Rd, De Pere, WI 54115,De Pere,54115","Address","High","44.453752","-87.995394"
"","7372 NORTH TOWNE RD, DEFOREST, WI, 53532","7372 North Towne Rd,WI,Dane County,United States,7372 North Towne Rd, De Forest, WI 53532,De Forest,53532","Address","High","43.251826","-89.325907"
"","4848 COUNTY ROAD V, DEFOREST, WI, 53532","4848 County Road V,WI,Dane County,United States,4848 County Road V, De Forest, WI 53532,De Forest,53532","Address","High","43.251126","-89.369599"
"","4665 DALMORE RD, DEFOREST, WI, 53532","WI,Dane County,United States,53532, WI,De Forest,53532","Postcode1","Medium","43.241397857666","-89.329963684082"
"","2694 SUN VALLEY DR, DELAFIELD, WI, 53018","2694 Sun Valley Dr,WI,Waukesha County,United States,2694 Sun Valley Dr, Delafield, WI 53018,Delafield,53018","Address","High","43.04979","-88.37484"
"","408 S WRIGHT ST, DELAVAN, WI, 53115","408 S Wright St,WI,Walworth County,United States,408 S Wright St, Delavan, WI 53115,Delavan,53115","Address","High","42.628985","-88.625893"
"","111 BOHEMIA DR, DENMARK, WI, 54208","111 Bohemia Dr,WI,Brown County,United States,111 Bohemia Dr, Denmark, WI 54208,Denmark,54208","Address","High","44.345419","-87.842968"
"","1122 N BEQUETTE ST, DODGEVILLE, WI, 53533","1122 N Bequette St,WI,Iowa County,United States,1122 N Bequette St, Dodgeville, WI 53533,Dodgeville,53533","Address","High","42.972093","-90.133727"
"","115 S IOWA ST, DODGEVILLE, WI, 53533","115 S Iowa St,WI,Iowa County,United States,115 S Iowa St, Dodgeville, WI 53533,Dodgeville,53533","Address","High","42.95984","-90.129831"
"","201 W WALL ST, EAGLE RIVER, WI, 54521","201 W Wall St,WI,Vilas County,United States,201 W Wall St, Eagle River, WI 54521,Eagle River,54521","Address","High","45.916292","-89.254957"
"","1880 COUNTY ROAD ES, EAST TROY, WI, 53120","1880 County Road ES,WI,Walworth County,United States,1880 County Road ES, East Troy, WI 53120,East Troy,53120","Address","High","42.7928833","-88.3879267"
"","3360 BIRCH ST, EAU CLAIRE, WI, 54703","3360 Birch St,WI,Eau Claire County,United States,3360 Birch St, Eau Claire, WI 54703,Eau Claire,54703","Address","High","44.824299","-91.462048"
"","108 W MADISON ST, EAU CLAIRE, WI, 54703","108 W Madison St,WI,Eau Claire County,United States,108 W Madison St, Eau Claire, WI 54703,Eau Claire,54703","Address","High","44.815895","-91.5098"
"","3530 MALL DR, EAU CLAIRE, WI, 54701","3530 Mall Dr,WI,Eau Claire County,United States,3530 Mall Dr, Eau Claire, WI 54701,Eau Claire,54701","Address","High","44.781555","-91.462684"
"","1130 W MACARTHUR AVE, EAU CLAIRE, WI, 54701","1130 W MacArthur Ave,WI,Eau Claire County,United States,1130 W MacArthur Ave, Eau Claire, WI 54701,Eau Claire,54701","Address","High","44.788912","-91.517779"
"","210 WATER ST UNIT 1, EAU CLAIRE, WI, 54703","210 Water St,WI,Eau Claire County,United States,210 Water St, Eau Claire, WI 54703,Eau Claire,54703","Address","High","44.802451","-91.503973"
"","2327 N CLAIREMONT AVE, EAU CLAIRE, WI, 54703","2327 N Clairemont Ave,WI,Eau Claire County,United States,2327 N Clairemont Ave, Eau Claire, WI 54703,Eau Claire,54703","Address","High","44.823427","-91.542454"
"","4395 N TOWN HALL RD, EAU CLAIRE, WI, 54703","4395 N Town Hall Rd,WI,Eau Claire County,United States,4395 N Town Hall Rd, Eau Claire, WI 54703,Eau Claire,54703","Address","High","44.842712","-91.588825"
"","2232 OTTER RD, EAU CLAIRE, WI, 54701","2232 Otter Rd,WI,Eau Claire County,United States,2232 Otter Rd, Eau Claire, WI 54701,Eau Claire,54701","Address","High","44.795835","-91.458746"
"","2135 BRACKETT AVE, EAU CLAIRE, WI, 54701","2135 Brackett Ave,WI,Eau Claire County,United States,2135 Brackett Ave, Eau Claire, WI 54701,Eau Claire,54701","Address","High","44.799498","-91.469897"
"","2715 GOLF RD, EAU CLAIRE, WI, 54701","2715 Golf Rd,WI,Eau Claire County,United States,2715 Golf Rd, Eau Claire, WI 54701,Eau Claire,54701","Address","High","44.770399","-91.462502"
"","1506 BLACK AVE, EAU CLAIRE, WI, 54703","1506 Black Ave,WI,Eau Claire County,United States,1506 Black Ave, Eau Claire, WI 54703,Eau Claire,54703","Address","High","44.83343","-91.448379"
"","505 N MAIN ST, EDGERTON, WI, 53534","505 N Main St,WI,Rock County,United States,505 N Main St, Edgerton, WI 53534,Edgerton,53534","Address","High","42.838351","-89.064155"
"","6 W HIDDEN TRL, ELKHORN, WI, 53121","6 W Hidden Trail,WI,Walworth County,United States,6 W Hidden Trail, Elkhorn, WI 53121,Elkhorn,53121","Address","High","42.694741","-88.542485"
"","1003 ACADEMY ST, ELROY, WI, 53929","1003 Academy St,WI,Juneau County,United States,1003 Academy St, Elroy, WI 53929,Elroy,53929","Address","High","43.746145","-90.273677"
"","745 LINCOLN AVE, FENNIMORE, WI, 53809","745 Lincoln Ave,WI,Grant County,United States,745 Lincoln Ave, Fennimore, WI 53809,Fennimore,53809","Address","High","42.984843","-90.655113"
"","6133 MCKEE RD, FITCHBURG, WI, 53719","6133 McKee Rd,WI,Dane County,United States,6133 McKee Rd, Fitchburg, WI 53719,Fitchburg,53719","Address","High","43.014953","-89.469514"
"","6208 MCKEE RD, FITCHBURG, WI, 53719","6208 McKee Rd,WI,Dane County,United States,6208 McKee Rd, Fitchburg, WI 53719,Fitchburg,53719","Address","High","43.0155112476769","-89.4665272130768"
"","456 S MAIN ST, FOND DU LAC, WI, 54935","456 S Main St,WI,Fond Du Lac County,United States,456 S Main St, Fond du Lac, WI 54935,Fond du Lac,54935","Address","High","43.766039","-88.447953"
"","471 N PARK AVE, FOND DU LAC, WI, 54935","471 N Park Ave,WI,Fond Du Lac County,United States,471 N Park Ave, Fond du Lac, WI 54935,Fond du Lac,54935","Address","High","43.7917676","-88.4392551"
"","158 N MAIN ST, FOND DU LAC, WI, 54935","158 N Main St,WI,Fond Du Lac County,United States,158 N Main St, Fond du Lac, WI 54935,Fond du Lac,54935","Address","High","43.783273","-88.447985"
"","1061 E JOHNSON ST, FOND DU LAC, WI, 54935","1061 E Johnson St,WI,Fond Du Lac County,United States,1061 E Johnson St, Fond du Lac, WI 54935,Fond du Lac,54935","Address","High","43.78423","-88.406184"
"","665 W SCOTT ST, FOND DU LAC, WI, 54937","665 W Scott St,WI,Fond Du Lac County,United States,665 W Scott St, Fond du Lac, WI 54937,Fond du Lac,54937","Address","High","43.792222","-88.472421"
"","980 S HICKORY ST, FOND DU LAC, WI, 54935","980 S Hickory St,WI,Fond Du Lac County,United States,980 S Hickory St, Fond du Lac, WI 54935,Fond du Lac,54935","Address","High","43.752701","-88.4633325"
"","1123 W JOHNSON ST, FOND DU LAC, WI, 54937","1123 W Johnson St,WI,Fond Du Lac County,United States,1123 W Johnson St, Fond du Lac, WI 54937,Fond du Lac,54937","Address","High","43.785246","-88.486716"
"","1565 MADISON AVE, FORT ATKINSON, WI, 53538","1565 Madison Ave,WI,Jefferson County,United States,1565 Madison Ave, Fort Atkinson, WI 53538,Fort Atkinson,53538","Address","High","42.94115","-88.862486"
"","41 S SHORE DR, FOUNTAIN CITY, WI, 54629","41 Shore Dr,WI,Buffalo County,United States,41 Shore Dr, Fountain City, WI 54629,Fountain City,54629","Address","High","44.130016","-91.71703"
"","701 W STATE ST, FOX LAKE, WI, 53933","701 W State St,WI,Dodge County,United States,701 W State St, Fox Lake, WI 53933,Fox Lake,53933","Address","High","43.5670898","-88.9163388"
"","10750 W SPEEDWAY DR, FRANKLIN, WI, 53132","10750 W Speedway Dr,WI,Milwaukee County,United States,10750 W Speedway Dr, Franklin, WI 53132,Franklin,53132","Address","High","42.925415","-88.048387"
"","5040 W RAWSON AVE, FRANKLIN, WI, 53132","5040 W Rawson Ave,WI,Milwaukee County,United States,5040 W Rawson Ave, Franklin, WI 53132,Franklin,53132","Address","High","42.916975","-87.978474"
"","1610 STATE HIGHWAY 13, FRIENDSHIP, WI, 53934","1610 State Highway 13,WI,Adams County,United States,1610 State Highway 13, Friendship, WI 53934,Friendship,53934","Address","High","44.0240015","-89.8101473"
"","W188N10963 MAPLE RD, GERMANTOWN, WI, 53022","W188N10963 Maple Rd,WI,Washington County,United States,W188N10963 Maple Rd, Germantown, WI 53022,Germantown,53022","Address","High","43.216756","-88.143168"
"","650 W NORTHLAND AVE, GRAND CHUTE, WI, 54911","650 W Northland Ave,WI,Outagamie County,United States,650 W Northland Ave, Grand Chute, WI 54911,Grand Chute,54911","Address","High","44.287912","-88.414119"
"","1300 N WESTHILL BLVD, GRAND CHUTE, WI, 54914","1300 N Westhill Blvd,WI,Outagamie County,United States,1300 N Westhill Blvd, Grand Chute, WI 54914,Grand Chute,54914","Address","High","44.274044","-88.460637"
"","120 N MALL DR, GRAND CHUTE, WI, 54913","120 N Mall Dr,WI,Outagamie County,United States,120 N Mall Dr, Grand Chute, WI 54913,Grand Chute,54913","Address","High","44.263432","-88.469195"
"","4735 W CONVERTERS DR, GRAND CHUTE, WI, 54913","4735 W Converters Dr,WI,United States,4735 W Converters Dr, Grand Chute, WI 54913,Grand Chute,54913","Address","High","44.28884","-88.477717"
"","710 W EVERGREEN DR, GRAND CHUTE, WI, 54913","710 W Evergreen Dr,WI,United States,710 W Evergreen Dr, Grand Chute, WI 54913,Grand Chute,54913","Address","High","44.302559","-88.416036"
"","3721 W COLLEGE AVE, GRAND CHUTE, WI, 54914","3721 W College Ave,WI,United States,3721 W College Ave, Grand Chute, WI 54914,Grand Chute,54914","Address","High","44.260879","-88.461469"
